,genename,bianyileixing,count,uuid
4616,FANCD2,nonframeshift deletion,4,993e4f91-c19e-4428-bb47-060d799c6503
4617,FANCD2,nonframeshift substitution,1,370f73f9-6731-43a6-8c09-6273ed15bb60
4618,FANCD2,nonsynonymous SNV,15,696507be-dd40-461b-b1a0-c12e735fb34a
4619,FANCD2,stopgain,6,0ec523d5-0ba9-4dc5-9e88-9f6c6089f3f6
4620,FANCD2,synonymous SNV,1,b9f6f5ee-1199-45dc-985a-4d0f4ed986dc
4621,FANCE,frameshift insertion,1,e1eb541e-2cde-4567-9c25-ce811c8706ab
4622,FANCE,nonsynonymous SNV,4,4b3ee4a4-82bd-4bd2-843e-4e8fddd2464f
4623,FANCE,stopgain,3,91294836-9e26-4c42-b9e0-4791edb40f9d
4624,FANCF,frameshift deletion,2,9015272c-9c91-4d7f-8623-800f68655475
4625,FANCF,stopgain,3,a715365a-cbbb-465f-9279-944bc7c335bf
4626,FANCF,synonymous SNV,1,b26bf68b-ce7f-4bda-ba5a-310f852ba22e
4627,FANCG,frameshift deletion,17,87222b06-1ea0-4892-a3e8-efa25f53da62
4628,FANCG,frameshift insertion,9,ca62b158-c88c-4952-a8f3-66086f2ef2bc
4629,FANCG,frameshift substitution,3,d48cbae9-3d3b-4cc0-ab98-a7cb71a005c2
4630,FANCG,nonframeshift deletion,3,17434332-cbc4-4d08-b21f-fb5f5356b388
4631,FANCG,nonsynonymous SNV,8,d5a0349c-d0f6-4c60-bf91-81def4f28566
4632,FANCG,stopgain,14,65f5834f-3d79-48d9-b377-4d3132d7d91a
4633,FANCI,frameshift deletion,4,308a1d6b-4aba-43ea-ab85-dde0f1e3b4ea
4634,FANCI,frameshift insertion,1,c3c1aa4a-1e26-4965-828f-de3f33c7f143
4635,FANCI,nonframeshift insertion,1,1611bf98-c197-4baf-b74d-0a21c7ec439e
4636,FANCI,nonsynonymous SNV,8,8f140c92-f816-441a-a22f-d4c495812aef
4637,FANCI,stopgain,8,b0315609-e8ea-4c47-82b3-fcb6d53e7aea
4638,FANCL,frameshift deletion,3,1967b5ec-db99-4fd6-ad29-4f5f5e6b14d8
4639,FANCL,frameshift insertion,2,893e8f4c-70e7-426a-9368-b01934a59dea
4640,FANCL,nonframeshift deletion,1,522bdf32-7b42-473d-8f3d-18e3aeb20149
4641,FANCL,nonsynonymous SNV,5,3a58c5b1-6df6-4ecc-92d6-dd2bb7c8bf59
4642,FANCL,synonymous SNV,1,6a59cf78-c807-43d0-9dcd-79372021dfb6
4643,FANCM,frameshift deletion,1,ae35ff30-ada1-4dba-82f9-4facbfcfd5bb
4644,FANCM,frameshift insertion,1,e86460b3-81e5-4574-9eab-8a1b59f39ed2
4645,FANCM,nonsynonymous SNV,5,53e5b445-8b9e-488a-aac5-ef1b2ff59588
4646,FANCM,stopgain,5,da40968d-b2f8-4d72-a7fa-4eb3fabf1c02
4647,FAP,nonsynonymous SNV,1,f6fc8e46-4bc8-4888-9a25-be0b473c6ee5
4648,FAR1,nonframeshift substitution,1,12ffff95-61b2-462a-951f-1cf97afc0daa
4649,FAR1,nonsynonymous SNV,1,2e7018aa-531e-431f-bbb0-258e3480ec7e
4650,FAR1,stopgain,1,f58f5645-b5ef-4249-bfef-38cf46ff1d5c
4651,FARP2,nonsynonymous SNV,1,ca6e8d88-cde9-41c3-a77b-2dffe7e39914
4652,FARS2,nonsynonymous SNV,11,2f9d3d7e-5bb2-4663-8ea1-f29d9e8b17e5
4653,FARSA,nonsynonymous SNV,1,a17b3f84-8b48-411d-b3b6-ff23c2a6b4e6
4654,FAS,frameshift deletion,13,d26176ea-2713-4277-aa7d-0d32ca1b16fe
4655,FAS,frameshift insertion,10,475b6bb3-b102-4ce5-8689-d39b6411c634
4656,FAS,frameshift substitution,2,68eb1831-6126-40dd-814c-bd275252ed0c
4657,FAS,nonframeshift deletion,1,16a4f075-d9c7-4bae-8cc0-8cf668726ee7
4658,FAS,nonframeshift substitution,1,660da5df-497f-4a05-ac71-d4204a4bb441
4659,FAS,nonsynonymous SNV,54,973598cb-16fb-4a8a-9978-c4ad631dd830
4660,FAS,stopgain,20,22939dea-30ab-45da-8b45-eebba8b96738
4661,FAS,synonymous SNV,3,c39a1bef-7ab4-446d-bb26-437ea0254835
4662,FASLG,frameshift deletion,1,20572db2-29af-41ad-bccf-c9455ad7f73d
4663,FASLG,frameshift insertion,1,08670a94-1b89-43e5-a8aa-3cb7c56c36f4
4664,FASLG,nonsynonymous SNV,4,b874ddc1-9d5f-4b60-83dd-5a95e11c7a58
4665,FASN,nonsynonymous SNV,5,472c2032-9598-484d-85d0-d0912996c365
4666,FASTKD2,nonsynonymous SNV,1,f8d70d34-da85-472b-9847-a9ebd2da1f65
4667,FASTKD2,stopgain,1,37bf0e2d-4ed8-46cf-a46b-02e15a72515d
4668,FAT1,frameshift deletion,2,8da8ff3c-af9d-4d40-8119-a16b312e26d5
4669,FAT1,nonsynonymous SNV,23,284480b1-1f6a-4b67-9962-d57531241b0f
4670,FAT1,stopgain,1,966aec8d-469e-4313-a503-ba6cf613290f
4671,FAT1,synonymous SNV,2,51df5dd0-c23f-465b-b758-947762b75aef
4672,FAT3,nonsynonymous SNV,10,318dc098-99f4-43dc-abc6-e41b0f2d3a76
4673,FAT4,frameshift deletion,2,96452acd-5929-4753-a503-f4729a871a85
4674,FAT4,nonframeshift insertion,1,acf6add9-885c-4d2b-87f8-dca04d65d856
4675,FAT4,nonsynonymous SNV,14,5d6fd4e1-363b-4061-9daa-8011479c74be
4676,FAT4,stopgain,2,2163269a-2c56-4051-b08d-bb20780a08de
4677,FAXDC2,nonsynonymous SNV,1,7b5f6fc9-a14b-4da7-83be-cc5ec97a7338
4678,FBLIM1,nonsynonymous SNV,1,7bb66a59-ab69-40fa-b9fc-5cd788608f99
4679,FBLN1,nonsynonymous SNV,2,7859060a-f757-487d-856c-03b0732f18a6
4680,FBLN2,nonsynonymous SNV,4,20942892-6b27-4615-8d10-f548ca167a1b
4681,FBLN5,nonsynonymous SNV,18,e6c54e2b-1032-4d24-91eb-344d0356adca
4682,FBLN5,stopgain,2,3225e992-4e68-4358-80bf-1c9904fed305
4683,FBN1,frameshift deletion,255,d10cf78e-08eb-40aa-84b0-ca49f023737d
4684,FBN1,frameshift insertion,87,5b31e0a7-ba7e-4e3b-b5e9-1de38fbf9255
4685,FBN1,frameshift substitution,18,6dc57d67-8cbc-4259-aaef-526376d9199c
4686,FBN1,nonframeshift deletion,23,182e4295-a5ab-45d5-98d9-a8c6740bf7f7
4687,FBN1,nonframeshift insertion,5,79cd0c20-8448-40ce-b0e3-6e33a9b27ebb
4688,FBN1,nonframeshift substitution,12,8085b620-10b8-432b-bec7-c6335739dec8
4689,FBN1,nonsynonymous SNV,1090,61dfa290-9924-4e7a-b912-7753df7e8a7a
4690,FBN1,stopgain,249,b02aa023-488f-4d4d-afd9-4ed9114419a1
4691,FBN1,synonymous SNV,12,61b1eb23-f4b5-4498-90d9-14072246c762
4692,FBN2,frameshift insertion,1,e677b70a-4408-4a00-9177-257e2c194071
4693,FBN2,nonframeshift deletion,1,4de180bd-42e8-46a4-8c25-a736a4893868
4694,FBN2,nonframeshift insertion,1,2119d86d-ef33-4413-b20d-a4291fc3dff3
4695,FBN2,nonsynonymous SNV,57,a115253c-c737-4920-b52e-2c2a487243f9
4696,FBN2,stopgain,1,17f8a4be-01ba-4596-bf76-9bdd4c4eebd5
4697,FBN3,nonsynonymous SNV,2,95caf8de-12a5-4c4e-ab9a-20316cfef414
4698,FBP1,frameshift deletion,7,db3a933a-e03b-4463-b7bb-6cc6d907d61a
4699,FBP1,frameshift insertion,3,0a53307a-9c32-4407-83a9-4abbf6f743ce
4700,FBP1,nonframeshift insertion,1,288c9f2a-6b92-4dfa-95eb-b7eb430bab8a
4701,FBP1,nonframeshift substitution,1,6764b50a-01b6-42bc-bd36-f6e46c1d9a66
4702,FBP1,nonsynonymous SNV,12,ad3156da-7224-421b-98ab-51824fc31440
4703,FBP1,stopgain,4,b3630b3c-a800-47f8-9c01-3f3c82678fef
4704,FBXL17,nonsynonymous SNV,1,f3cd3274-42b5-443c-8218-031a5bdb5fe6
4705,FBXL18,nonsynonymous SNV,1,9278f189-051d-4c5b-bc23-1e59b4f831b8
4706,FBXL19,nonsynonymous SNV,1,5c7b8d60-0592-404f-b963-9a255fb22144
4707,FBXL6,nonsynonymous SNV,1,2337c17b-bb57-4375-92e1-c75056aea760
4708,FBXO10,nonsynonymous SNV,1,0c33ccde-dc5d-469a-83f1-067a4e83e466
4709,FBXO18,nonsynonymous SNV,2,12bacaa1-3e5c-4834-9ee2-54ae917d2f59
4710,FBXO2,nonsynonymous SNV,1,41fb8650-9891-4e9b-87a9-fd7268bdda65
4711,FBXO24,nonsynonymous SNV,1,0eda8422-179e-4127-911e-6e226b188017
4712,FBXO31,frameshift substitution,1,37545133-f766-4712-a6a8-8174f9b9c371
4713,FBXO31,nonsynonymous SNV,1,13a72741-eb59-4ab9-88ed-d7a616d580ba
4714,FBXO32,nonsynonymous SNV,1,ae3e3000-82f3-420b-baff-b1798a062aa6
4715,FBXO32,stopgain,1,a72c9cb3-237a-410e-8cc3-e63bdada27dc
4716,FBXO38,nonsynonymous SNV,3,91c23465-f00f-41d7-828c-73401514c400
4717,FBXO39,nonsynonymous SNV,1,595359ec-3e03-4915-93a3-b93da4b6c552
4718,FBXO45,nonsynonymous SNV,1,97b2d9c7-b563-4ca2-a3f8-aeafecb27f19
4719,FBXO7,nonsynonymous SNV,12,96c74ca5-87c2-4310-9da7-8cb7244afde5
4720,FBXO7,stopgain,1,dfdeeecd-8893-42b0-8ec2-a77d3be0f8ea
4721,FBXW7,frameshift deletion,1,5fe7a47e-3c84-40bc-9609-eb21add025bf
4722,FCAR,nonsynonymous SNV,2,884a6fdd-db35-446d-829c-b4355a38c3c0
4723,FCAR,synonymous SNV,1,f8330a12-8756-4a61-9805-c082aaaa9046
4724,FCER1A,nonsynonymous SNV,1,27e518de-3da8-40e9-bf3f-3be799192316
4725,FCER2,nonsynonymous SNV,1,404b5f67-3dce-4d72-bb61-5de39e0179f3
4726,FCGR1A,stopgain,1,faddc3a8-9d0f-4d78-90a2-5d379531a468
4727,FCGR2A,nonframeshift substitution,1,6aae6e50-820a-4754-ad92-1c4620570615
4728,FCGR2A,nonsynonymous SNV,3,1e7c7585-ee02-4b14-ae7d-d0ad3b4b62f9
4729,FCGR2B,nonsynonymous SNV,1,5a40e032-5c14-417b-bebe-bf7af8f2f2db
4730,FCGR2B,stopgain,1,55ea6cb3-2086-45dc-991a-f242bbc3f6d9
4731,FCGR3A,nonsynonymous SNV,5,f6f3e059-d75d-4aa0-a3ff-7192deba6304
4732,FCGR3B,nonsynonymous SNV,2,d1d2379a-6e45-444d-8c97-e40226bd1ea2
4733,FCN1,nonsynonymous SNV,3,099669ec-6b41-4d00-8960-58378082b8ac
4734,FCN2,frameshift substitution,1,e08deb0e-b755-4a6b-ba36-1248285427b8
4735,FCN2,nonsynonymous SNV,2,e671e640-0f15-4642-9834-2644af1bc4cc
4736,FCN3,frameshift deletion,1,dda86875-f86a-48d5-b615-8a885d6dcaf0
4737,FCN3,nonsynonymous SNV,2,31989221-4574-4f11-b005-33f38e9f8142
4738,FDFT1,nonsynonymous SNV,1,835b7713-ec00-406d-a58d-28d27988a369
4739,FDPS,nonsynonymous SNV,1,79c0741d-452c-412c-b581-37195db88655
4740,FDX1L,nonsynonymous SNV,1,f5ba04c3-7f47-4f65-876c-11befd58dc59
4741,FECH,frameshift deletion,34,6bfc20cb-1cf1-4db9-82c6-1b3f7fa5fd7d
4742,FECH,frameshift insertion,6,173cf0e9-4371-4586-b393-78b529d55ed1
4743,FECH,nonframeshift deletion,3,4aaf8c10-3d04-4c97-a241-d125b6b0b557
4744,FECH,nonframeshift insertion,2,c527b0c2-872e-47af-9bff-0118e2ba894f
4745,FECH,nonframeshift substitution,1,0bd03469-2ef7-47ff-9822-80cc3afd9778
4746,FECH,nonsynonymous SNV,56,78b513db-4fd9-4e53-ad1f-287506156d35
4747,FECH,stopgain,27,1cb7fb26-8b4a-4b08-abae-a17041f61c92
4748,FECH,synonymous SNV,1,a448a722-8254-419f-a94e-890c12f7a54b
4749,FEM1A,nonsynonymous SNV,1,97b511b5-7c1a-4a91-9dd6-dc250c0a5061
4750,FEN1,nonsynonymous SNV,1,10eff51d-9193-412b-bf67-4f0fea32014c
4751,FER,stopgain,1,1636ab39-ebea-4747-a69b-d268038c1d9a
4752,FERMT1,frameshift deletion,13,ee0e64bb-d536-47a2-b834-f10408f96e80
4753,FERMT1,frameshift insertion,7,0ded09ad-7b13-4842-93e3-249f36e824c4
4754,FERMT1,nonframeshift deletion,2,61676161-b7f8-4755-a36f-d70f4ed69868
4755,FERMT1,nonsynonymous SNV,3,bf642381-e667-4a8a-8549-d9c2e8a3f013
4756,FERMT1,stopgain,27,145d0ee5-ac6f-4d76-bc22-0b8c8386f752
4757,FERMT3,frameshift deletion,1,be6aae0e-dafb-4372-94bd-519a9583a992
4758,FERMT3,frameshift insertion,1,b8c5c977-dd36-4bc6-b866-33660f138f34
4759,FERMT3,nonsynonymous SNV,2,4c38a7f2-843f-453c-9e1f-f8e630015425
4760,FERMT3,stopgain,6,b76af6f2-7274-49cd-a7b5-c00b285794f7
4761,FEZF1,frameshift deletion,1,6b8a3656-721c-451e-9ca9-09b73e266fae
4762,FEZF1,nonsynonymous SNV,2,df9ebdcd-d842-4000-8c37-9d1fabdd034e
4763,FEZF2,nonsynonymous SNV,1,028c94f0-2cae-4fe7-92c7-40429ad561db
4764,FFAR1,nonsynonymous SNV,4,ca320444-f3cb-455e-9d52-a10d0d3beef6
4765,FFAR4,nonsynonymous SNV,1,a17112d1-7eb3-48d5-bab5-6f7ec77f4305
4766,FGA,frameshift deletion,23,63842af1-0854-4019-a027-ba34a9109ba4
4767,FGA,frameshift insertion,8,cd881acd-15b0-462b-b6e5-108611dfb6eb
4768,FGA,frameshift substitution,2,1fa50725-78b4-41df-8260-2ecd3f57c154
4769,FGA,nonframeshift deletion,4,a408d5f4-3204-45b2-8cd5-5f23a4ec7dec
4770,FGA,nonframeshift substitution,2,6d094793-95e2-4c2c-89ba-1c09114e438f
4771,FGA,nonsynonymous SNV,55,55850311-44d4-4c1a-93d0-2a196653f219
4772,FGA,stopgain,27,59927b1f-3b91-46e8-a09a-6551a7f251c4
4773,FGB,frameshift deletion,4,b5c55dd1-0f34-47c3-975f-d7e3efd0ffa1
4774,FGB,frameshift insertion,2,02f2bd50-e2f7-47c6-b666-0bd6832ebd54
4775,FGB,frameshift substitution,1,3b049960-2b08-40f4-8d02-bac9cfe2fe98
4776,FGB,nonframeshift deletion,2,fbf991d1-b536-4663-975b-e7f83e5195aa
4777,FGB,nonsynonymous SNV,50,ce02963c-fa22-4ffd-8e41-ee59baab9c3b
4778,FGB,stopgain,12,b3c3911f-9070-4944-9044-421247084b39
4779,FGB,stoploss,2,6fd3713f-29fd-4a80-9cde-38481ab357f6
4780,FGD1,frameshift deletion,6,bae8934d-0566-4477-beff-759ff3e39c59
4781,FGD1,frameshift insertion,3,1787c2df-10bb-48ea-acb1-4b4918459e06
4782,FGD1,nonframeshift deletion,1,37a852c2-b368-4811-8648-4ee9927cd880
4783,FGD1,nonsynonymous SNV,14,481fc9d4-7b5e-4661-97ae-efcc0adb4c57
4784,FGD1,stopgain,9,e9a3b73b-1360-490d-ba93-d22272767e80
4785,FGD3,nonsynonymous SNV,1,264e2618-6beb-45e9-87b2-7fb3ef9bef3f
4786,FGD4,frameshift deletion,4,0fd73bb3-73ce-4e70-af39-1307f0b67aff
4787,FGD4,nonsynonymous SNV,5,170a3fde-0e32-4ccb-a79e-bb96e153a2ec
4788,FGD4,stopgain,3,c2607eb6-ff68-4121-8586-be8cc4380ff9
4789,FGD6,nonsynonymous SNV,2,7920530f-9200-43b1-a6af-9c44036629fc
4790,FGF10,nonsynonymous SNV,4,bcc3fe8c-87f4-426e-9285-baf0d1c99a6f
4791,FGF10,stopgain,3,646171ed-41b3-4b84-9787-8022fe237255
4792,FGF12,nonsynonymous SNV,1,6f67c365-ef4e-455d-98dc-8bba679b8706
4793,FGF13,nonsynonymous SNV,1,75a98488-b93d-424b-a13b-ad69f2170eed
4794,FGF14,frameshift deletion,1,b3f713b4-5ece-422f-97ba-7be9814d6fc2
4795,FGF14,nonsynonymous SNV,1,a503b487-e0b0-4ec5-959d-9c39ebcae3fb
4796,FGF17,nonsynonymous SNV,3,c4755abd-6601-40f9-bc3f-2e90ad068740
4797,FGF20,frameshift deletion,1,480cce97-df92-468b-a79f-63c13ddbde5a
4798,FGF20,nonsynonymous SNV,1,6008cf93-a1d2-4a2e-8492-496651050b2c
4799,FGF22,nonsynonymous SNV,1,9c594f79-edff-4a39-9fa3-514e24f274c2
4800,FGF23,nonsynonymous SNV,15,d0edeff0-d802-4504-a030-8e76a084ac85
4801,FGF3,frameshift deletion,4,c6b9341c-ee61-41a2-86dd-0479a9803b8c
4802,FGF3,nonsynonymous SNV,8,d06f49db-0860-4822-bb90-69d4b6c4375e
4803,FGF3,stopgain,2,b5a8c667-f70e-4f0b-99cb-42ed507fd24c
4804,FGF5,frameshift deletion,1,66dfc23e-8620-4ae4-af41-1c6095b1301f
4805,FGF5,nonsynonymous SNV,1,f3c685d4-ff14-40d0-9476-ec0df8a4fa4f
4806,FGF8,frameshift deletion,1,4e304635-85a9-40ca-bc9e-9e45ded7255d
4807,FGF8,nonframeshift deletion,2,52e46d66-9d28-40ef-b384-33c0d7efc273
4808,FGF8,nonframeshift insertion,2,97eed4a8-11e8-4041-9224-d2b4ed200c3c
4809,FGF8,nonsynonymous SNV,19,36d8cedb-55d9-4c73-95a7-2c798ff0bf81
4810,FGF8,stopgain,2,eea4906b-7575-47c1-9c4f-0b6b8add1d57
4811,FGF8,synonymous SNV,1,c5cfb9bd-d763-4922-aba9-e91a915fe32f
4812,FGF9,nonsynonymous SNV,1,163b14e8-aea7-4af5-8c38-18c65108421f
4813,FGFBP1,frameshift deletion,1,02aa7528-61db-4d85-8c85-08d314614eb9
4814,FGFR1,frameshift deletion,17,13175687-90f3-436f-9829-87c4a8444bed
4815,FGFR1,frameshift insertion,10,454c5d3e-8884-40fa-9ab0-febd1b66e6eb
4816,FGFR1,nonframeshift deletion,2,7efd7f77-4dc4-420f-a907-f05fbdfe033e
4817,FGFR1,nonframeshift insertion,1,9d6bb052-08eb-4c63-aac6-60d396cdcf25
4818,FGFR1,nonframeshift substitution,1,81552c70-0215-4966-ac51-25c5aa896c5e
4819,FGFR1,nonsynonymous SNV,153,6e51922d-119f-48e1-a6d0-7da02d22be54
4820,FGFR1,stopgain,18,ad715d56-c680-4cdb-9af0-9475511dcdf7
4821,FGFR1,synonymous SNV,3,3e809526-fbe8-43ca-b552-ac957359c0ab
4822,FGFR2,nonframeshift deletion,6,0b3a5c59-f1a7-41e9-be00-5bf722fb1c89
4823,FGFR2,nonframeshift insertion,4,ca3f5597-d139-4226-a288-dc0a8cb52bbc
4824,FGFR2,nonframeshift substitution,6,0531a393-38a2-4ae5-a4b1-73b94a2ce5dc
4825,FGFR2,nonsynonymous SNV,56,ca3d3f56-9458-46c3-be84-a9239e0ef948
4826,FGFR2,synonymous SNV,1,5cd7e38c-7dd1-4a83-95a7-8747ebe0e680
4827,FGFR3,nonframeshift substitution,3,1f4e6b73-a30e-4b79-b99c-c1d4cba99368
4828,FGFR3,nonsynonymous SNV,46,bc3b9d27-1945-4329-8793-7c65a8b83cd9
4829,FGFR3,stoploss,7,fcddf5e7-0636-41a5-8c22-2c1f2bb6ced7
4830,FGFR4,nonsynonymous SNV,3,d5320978-ceef-492b-8f5d-2d6d0a4c1345
4831,FGFRL1,nonsynonymous SNV,1,e0f36641-71d0-4cd2-aaf0-545e71cbbcc3
4832,FGG,frameshift deletion,9,c31e4173-1306-42b1-aab8-0db396c604f0
4833,FGG,frameshift substitution,1,db5bde50-e91e-4800-a380-3d789df73936
4834,FGG,nonframeshift deletion,3,1c36b21a-533f-4ddb-a772-822919bcdb30
4835,FGG,nonsynonymous SNV,97,42c224f3-d505-4ee7-b626-c653f56bd9b3
4836,FGG,stopgain,6,f54c0011-f68e-4284-bfd5-4d2b12431697
4837,FGL1,frameshift insertion,1,d61f9a5b-1df7-4ccb-9bee-93064112414a
4838,FGL1,nonsynonymous SNV,2,32097835-e836-42ff-a93d-a961b4063d19
4839,FH,frameshift deletion,23,bdf93b17-4269-4a1e-b263-4e00f5864624
4840,FH,frameshift insertion,6,4c247b2a-dc42-4ae5-a897-5f2e4e686ae6
4841,FH,frameshift substitution,1,7e2d8df7-a76c-40d2-87e5-b3634b7fb9dd
4842,FH,nonframeshift deletion,6,853f2eb8-a400-4ce6-a2ad-27187cd75daa
4843,FH,nonframeshift insertion,1,8b67d2c4-7d23-4cf0-8dbd-73d47df2dac8
4844,FH,nonsynonymous SNV,89,a5f4c8b2-6f9c-4cfd-b714-7309541621a1
4845,FH,stopgain,15,3e066613-24cd-42a4-bda5-11723b0592dd
4846,FHL1,frameshift deletion,5,538fdaea-6930-4733-97ed-2b2c40793685
4847,FHL1,frameshift insertion,3,bd54ef33-fc88-4a10-80c7-699a2048fbeb
4848,FHL1,nonframeshift deletion,2,5302717a-548b-4ba6-99c9-5e9324cce238
4849,FHL1,nonframeshift insertion,1,cf49ab6b-c1c7-495c-9a41-862377dfa395
4850,FHL1,nonsynonymous SNV,26,d29ecacf-181e-4072-a0a3-4bdb26bf0ffd
4851,FHL1,stopgain,3,ffc36451-1f92-4e3a-9a13-c185fc86af8f
4852,FHL1,stoploss,1,37fc21e9-67e8-431c-bfeb-fd16398ca142
4853,FHL2,nonsynonymous SNV,3,941d3604-c7a2-455f-8216-bcdfecfc5bf2
4854,FHOD3,nonsynonymous SNV,2,0eab0a07-73b2-4015-8bc4-b3af3384289e
4855,FIBIN,nonsynonymous SNV,1,125a2b39-3296-4e83-a55f-a337f8afb568
4856,FIBP,nonframeshift insertion,1,f39ce9b4-c685-4ea3-bc9e-2a4146a2fd46
4857,FIBP,stopgain,1,5dc65973-1720-4bfa-99aa-7a674ef0e190
4858,FIG4,frameshift deletion,8,417955d8-d2ed-40db-b67a-f817f509e1a3
4859,FIG4,frameshift insertion,5,c9ee5781-0efb-4cb2-a298-6e1f310a733f
4860,FIG4,frameshift substitution,3,88b66dae-79c4-4eca-b7fa-5df15be6e716
4861,FIG4,nonframeshift substitution,1,38fdd417-5326-4480-87cf-174a81dd336f
4862,FIG4,nonsynonymous SNV,20,f2b28a4b-26e6-40b9-9623-ac88228d6f96
4863,FIG4,stopgain,9,b1cda1a6-3fee-48a6-b9a4-62bc514f7db1
4864,FIGLA,nonframeshift deletion,1,8c41b12c-669c-4c84-995f-14f15041b279
4865,FIGLA,nonsynonymous SNV,2,c43ed320-0b5f-47b4-a275-f381a1b1ddea
4866,FILIP1,nonsynonymous SNV,1,b6acc2c3-f36d-45a0-abfa-da140f3cbf9d
4867,FKBP10,frameshift deletion,4,2f81f2c5-bd85-451e-afb0-21002b6ec3f0
4868,FKBP10,frameshift insertion,7,7e24e5ff-31d5-4090-8ce7-0dfcb0f584d5
4869,FKBP10,frameshift substitution,2,0f0fbbdb-1c28-4e49-8aea-1b283611a98b
4870,FKBP10,nonframeshift deletion,1,0fb25632-90d5-407e-8a46-0a44ca989801
4871,FKBP10,nonframeshift insertion,1,de277ffc-31c5-46f6-a796-82f41b9c2124
4872,FKBP10,nonsynonymous SNV,4,661cd779-ef71-4a32-aec8-46805753624f
4873,FKBP10,stopgain,5,6f397a2d-7d58-4d28-8da5-8fc4ee87f8a3
4874,FKBP6,nonsynonymous SNV,2,8ea5e4a5-2660-4a10-b8ea-497d43d392fe
4875,FKBP6,stopgain,1,52658109-ecd5-4dec-9309-ef1e7c40dd2b
4876,FKBPL,nonframeshift insertion,1,cbbe8065-fa4e-423b-9f64-cc14b98a6ab2
4877,FKBPL,nonsynonymous SNV,4,97b6ec90-4c3f-4cac-95d4-dd2078e76741
4878,FKRP,frameshift deletion,6,98b1556c-fb07-44d0-b2e3-d7c60eb1e628
4879,FKRP,frameshift insertion,6,529a8b53-9120-4695-8cce-e6af2a0443a4
4880,FKRP,nonframeshift deletion,2,1962974c-8725-4334-83ec-3d2f8a10731d
4881,FKRP,nonframeshift insertion,1,4eece9a2-7494-4c66-8da3-a436cc81898d
4882,FKRP,nonsynonymous SNV,72,c70532af-fd54-4e50-9a59-33e344024361
4883,FKRP,stopgain,7,9ec1f751-0127-4a27-82bf-e9ae89b386bf
4884,FKRP,stoploss,1,9d65bd6d-ff85-4d50-9f1d-9a6291a37bfc
4885,FKTN,frameshift deletion,2,8db15f49-e2a7-4d23-80a7-a86d9ab2a1f9
4886,FKTN,frameshift insertion,3,2bd4e075-7397-4851-b231-a5956ae8c3dc
4887,FKTN,nonframeshift deletion,1,b48eb16b-0880-4175-acdd-a3190c375ead
4888,FKTN,nonframeshift substitution,1,1bad3bd5-2fb4-4ebc-a11c-489e44501c57
4889,FKTN,nonsynonymous SNV,17,7fcfa369-3549-4b3d-8d62-7d36e6d15ed3
4890,FKTN,stopgain,7,d5a8f56e-0935-46bf-a969-f9f8e1b86469
4891,FLAD1,frameshift deletion,4,e5c12fd0-d55d-4766-b647-9e2aab60dea1
4892,FLAD1,frameshift insertion,2,c84a1cfa-0793-4738-986c-09c549968d34
4893,FLAD1,frameshift substitution,1,83d39f6b-e6d9-4df3-8566-11a4a896a6cb
4894,FLAD1,nonframeshift deletion,1,c26f165c-2da1-476c-bd28-8d8c6efa5bce
4895,FLAD1,nonsynonymous SNV,2,2a99b0a8-18fb-47f9-8ee0-6e97c6de5037
4896,FLCN,frameshift deletion,49,15aaad6f-00d0-47fc-ad05-7f86a7ed56b5
4897,FLCN,frameshift insertion,15,f6676e0c-e689-4c14-8bd0-641531fbe301
4898,FLCN,frameshift substitution,5,6382c562-8edb-44e9-b6b6-02fbffad346a
4899,FLCN,nonframeshift deletion,8,9913bed7-4c3e-4bea-8d83-44d470f5d5f8
4900,FLCN,nonframeshift substitution,1,a924c6c7-d48d-420a-89ed-6106c67bfc52
4901,FLCN,nonsynonymous SNV,17,89084318-91c1-4d7c-9fc0-8ec59916db2c
4902,FLCN,stopgain,25,35c22a44-571b-48ed-a7bc-4191c903ccb9
4903,FLG,frameshift deletion,34,318422a9-3394-4a21-b74d-07c79b56b94d
4904,FLG,frameshift insertion,2,5f4155a8-1eb9-403c-b057-f16c3766b9ab
4905,FLG,nonframeshift deletion,1,041f9141-c229-4363-8f6a-f32668dc934a
4906,FLG,nonframeshift substitution,3,ee991a83-d1a0-4b3b-906a-2fdfa681af37
4907,FLG,nonsynonymous SNV,4,d0a246e0-911a-4893-aa3d-6aa239f4a844
4908,FLG,stopgain,46,eb7b98e3-bf1f-401d-989f-4ef15e5c6a05
4909,FLG2,stopgain,1,19f8cdbe-397b-4ad5-992b-65e8e5a5167d
4910,FLG2,stoploss,1,34d57197-0f85-420b-bcd5-0f5a14ee01a1
4911,FLI1,frameshift deletion,1,c178a839-25e9-4f2a-98dc-9d69a8da3817
4912,FLI1,nonsynonymous SNV,3,dc93469c-db89-4f8a-ade1-5c5522a4412c
4913,FLNA,frameshift deletion,30,aa400cfd-7cd0-4e6e-9a79-9b190929a78e
4914,FLNA,frameshift insertion,13,51cdfcdf-5b31-4c65-b312-1752e01d722a
4915,FLNA,frameshift substitution,2,6870e4cb-a79c-4b86-8362-eb95e7d9829a
4916,FLNA,nonframeshift deletion,4,38ac1468-33ac-424a-9210-009e214bc5c0
4917,FLNA,nonframeshift substitution,2,ae4b3edc-0490-4372-adcd-1a6aa4e77df5
