,genename,bianyileixing,count,uuid
5486,GJA1,frameshift deletion,4,87ec4720-1f57-4bfa-bc3c-c0a523dc3b0e
5487,GJA1,nonframeshift deletion,2,f766e07d-2cc1-4d22-bf6f-fdad4a7cff65
5488,GJA1,nonframeshift insertion,2,1f3c33bb-6f38-4b6f-aee0-55e6e7086055
5489,GJA1,nonsynonymous SNV,92,4fedb984-2ab8-4e2e-abd1-b8b0c1c3e10e
5490,GJA1,stopgain,2,3d7cb259-a227-4c26-9cf4-e9ed7e822e62
5491,GJA10,stopgain,1,fc685696-b83b-46ef-8c0b-77c895095595
5492,GJA3,frameshift insertion,2,8c4fe0fb-ba11-41a9-98fa-b06112306b99
5493,GJA3,nonsynonymous SNV,34,e87e09cf-c7dc-4bfd-8c1e-7afc1158162c
5494,GJA4,nonsynonymous SNV,1,48fc895b-6d32-49dc-a4de-66d8292d5996
5495,GJA5,nonsynonymous SNV,11,5136d8cd-b3f3-4b25-94bb-982baac90b09
5496,GJA5,stopgain,2,c413acc2-4843-4b6b-9ab3-657bb21ba12a
5497,GJA8,frameshift insertion,3,a55269d0-7909-45d8-9a2e-7e0432e05f6f
5498,GJA8,nonframeshift deletion,1,0b8de1f8-c937-4993-bc8b-5af7535438ba
5499,GJA8,nonsynonymous SNV,45,155ed1dd-00f6-4af7-9fbc-5bd9aa8aa2fa
5500,GJA8,stopgain,1,a898bbbd-1574-4138-ac7a-260e7deb7d94
5501,GJA9,frameshift deletion,1,611e751d-708b-4f69-ae8a-264b11fc7023
5502,GJB1,frameshift deletion,39,c0ebe782-486b-49ea-87fe-39342a1f818c
5503,GJB1,frameshift insertion,14,75d9d11c-a222-4dda-9d26-e831cb9a55fb
5504,GJB1,frameshift substitution,1,4644f8ce-8900-4500-bf6e-620566c6c311
5505,GJB1,nonframeshift deletion,10,27deb0c4-28f6-4887-9c16-251db1923604
5506,GJB1,nonframeshift insertion,6,30a71394-6ce3-4f07-8126-4ea8912f2490
5507,GJB1,nonframeshift substitution,6,80776a99-becc-45ce-abe0-173b4bc3dd7a
5508,GJB1,nonsynonymous SNV,298,0bc85e23-bead-46e4-bfa3-03d70f25df60
5509,GJB1,stopgain,22,ceba42ac-7f1a-4111-b103-d52fbdf0780c
5510,GJB1,stoploss,2,7ac66ab3-9bec-4b0c-a650-3614c74d7579
5511,GJB2,frameshift deletion,47,f7b1939e-3889-445a-b429-48b678e17279
5512,GJB2,frameshift insertion,15,f533f63e-5b9a-4c2f-97f6-cd6207d3c4b5
5513,GJB2,frameshift substitution,4,4004e457-70e9-4868-bfa5-f0fbbcbc3a18
5514,GJB2,nonframeshift deletion,10,61c633df-078d-4756-bd27-d99e4b5927ab
5515,GJB2,nonframeshift insertion,1,bf74a7b9-7daa-4a64-b145-951e95de0df4
5516,GJB2,nonframeshift substitution,3,b5d5524f-3de5-4c76-b250-8e4156d7bc39
5517,GJB2,nonsynonymous SNV,257,9e3c07bc-bc3b-4134-b032-3146d4aebbea
5518,GJB2,stopgain,29,d0a5545e-9c6c-4f8f-ad61-63d57b4bb660
5519,GJB2,synonymous SNV,1,c5e3a95f-3cb9-4a65-a7f4-20815187769b
5520,GJB3,nonframeshift deletion,3,733d9286-5510-43f7-9f2b-87b589286b1c
5521,GJB3,nonsynonymous SNV,31,dd247f11-5fb8-45b0-892a-9fe795546259
5522,GJB3,stopgain,1,bcea1170-dd6a-4d53-8e22-760879e26dd4
5523,GJB4,nonsynonymous SNV,20,478cfc82-c5d5-4d44-8f0a-d3e8f8c28e1f
5524,GJB4,stopgain,1,6d2d9f25-12ac-4420-b49e-dd74cf161590
5525,GJB6,frameshift deletion,2,91d96b18-47bd-4281-8364-ae38eb449def
5526,GJB6,frameshift insertion,1,ff806661-3f05-455d-8cea-7069d99b66c2
5527,GJB6,nonsynonymous SNV,19,d7e3e52a-766b-4207-85eb-91f93ee35981
5528,GJC2,frameshift deletion,8,39b7f1c7-437c-49ef-995f-13675350bf16
5529,GJC2,frameshift insertion,7,ebed8cb1-122d-478d-8899-21fa880dcb53
5530,GJC2,frameshift substitution,1,81320084-02a3-46bd-a89c-296e0c79141d
5531,GJC2,nonframeshift insertion,1,65095526-ce43-41de-9132-14492a7f169d
5532,GJC2,nonsynonymous SNV,27,4c9735fa-e59f-4b9e-afa2-5e1619406360
5533,GJC2,stopgain,4,8236e936-a515-4986-9756-e2c8334cec33
5534,GJC3,nonsynonymous SNV,5,acefd213-1ad1-48c7-bd84-50a0b6a4568c
5535,GJD2,synonymous SNV,1,6ba68821-1724-4ad2-a576-01dad37eb18f
5536,GJD4,nonsynonymous SNV,1,8c38726a-5aca-47ce-b6d7-fcd532fdb329
5537,GK,frameshift insertion,1,f08f2435-1537-4e30-8943-5ac99768c6fe
5538,GK,nonframeshift deletion,1,1a9c0380-78d2-498e-a213-70742a1e2461
5539,GK,nonsynonymous SNV,17,85175e7a-e910-4679-9022-ccaef586ada3
5540,GK,stopgain,3,862266b6-782d-4f0b-ac98-b789fee5a1e3
5541,GLA,frameshift deletion,92,fd634cf9-c496-4b97-9fa4-e6481ebaa375
5542,GLA,frameshift insertion,36,88f000c4-a7d5-48bd-a42c-ca4e8d7236c3
5543,GLA,frameshift substitution,5,2847cc54-1868-4c56-b35b-8a4bfb3f520e
5544,GLA,nonframeshift deletion,20,cfe6689f-0359-4bc4-a546-d0e729590fc5
5545,GLA,nonframeshift insertion,2,84853d97-9763-4b1f-933b-601dca2b29ee
5546,GLA,nonframeshift substitution,8,df269cfa-c705-437e-bb0d-02c55a866845
5547,GLA,nonsynonymous SNV,543,2747b01d-3348-4963-96a7-fe89cc58e264
5548,GLA,stopgain,86,df095c06-c973-4987-a3d5-5d71e6ff1d10
5549,GLA,synonymous SNV,1,55bbf13c-7b7d-4010-b344-f17467d24961
5550,GLB1,frameshift deletion,14,e745ff2c-fc26-4610-8dfb-317005060f55
5551,GLB1,frameshift insertion,9,53bf1b42-3406-410b-a892-a4be0f398e9a
5552,GLB1,frameshift substitution,1,32cd57b9-9618-4151-bbe9-b788d5ca6e9c
5553,GLB1,nonframeshift deletion,3,54db5c88-21a0-40db-944b-407ab9178e70
5554,GLB1,nonframeshift substitution,1,8398a606-7f0a-4968-afa6-067c822284fe
5555,GLB1,nonsynonymous SNV,146,e8f13c74-0473-4c01-a7f9-0794970ad7ef
5556,GLB1,stopgain,17,6d2d5bb9-79f5-4891-993e-0b396bf9e9af
5557,GLB1,synonymous SNV,1,e4b1bd93-ba32-4fbc-8c64-4e84aeecb5d1
5558,GLDC,frameshift deletion,14,6e206148-f9d9-48ac-a487-997cfd8080f7
5559,GLDC,frameshift insertion,4,98962511-0585-4f80-bbaa-8a4304fbf0e5
5560,GLDC,frameshift substitution,2,9d54efa5-3728-4b93-9d44-420f4ac9b456
5561,GLDC,nonframeshift deletion,2,bd6189db-997b-4505-b81e-099292a964a4
5562,GLDC,nonsynonymous SNV,115,194b6ed8-7bd3-4bd3-89f7-7b9b890e8955
5563,GLDC,stopgain,22,ece8304e-7ae2-4919-8a9d-33f9e1674157
5564,GLDC,synonymous SNV,1,8efc1624-ebae-49f6-95bb-ae80d951fd9d
5565,GLDN,frameshift deletion,1,4a70588b-4f37-4c00-9605-ecdaa99a0220
5566,GLDN,nonsynonymous SNV,2,7d981f23-ace7-4a3c-bd32-b19ae65d1a57
5567,GLDN,stopgain,2,13291082-9738-4261-83fc-5cf3d62d56ca
5568,GLE1,nonsynonymous SNV,6,28fc627c-e7ff-4d00-a122-700d438bd803
5569,GLE1,stopgain,1,73572914-1914-4961-bb6d-9777b067783a
5570,GLI1,nonsynonymous SNV,5,2af5dff3-8944-442e-9b41-aaba2217f34a
5571,GLI2,frameshift deletion,7,daee8a2f-7801-483a-b601-2884916c8c88
5572,GLI2,frameshift insertion,4,244dd410-b6c4-43db-a06f-84b300d76949
5573,GLI2,nonframeshift substitution,1,69f31bdd-1183-4952-a297-40e76c7eab8c
5574,GLI2,nonsynonymous SNV,43,09499de7-574f-4a33-995d-359ee2fc88fe
5575,GLI2,stopgain,8,68bc7578-8acb-4871-b4a7-22ad5876973a
5576,GLI2,stoploss,1,9dd91184-4349-44f3-b5be-843f8aa8008a
5577,GLI3,frameshift deletion,62,79e18875-d259-47ec-88e9-2790d5c54f37
5578,GLI3,frameshift insertion,26,1b9dc310-7c58-4507-abe4-5622fdd7316f
5579,GLI3,frameshift substitution,3,ac1d414f-9c77-4928-84af-4c5502720d14
5580,GLI3,nonframeshift deletion,1,02a03cd3-ee31-480a-a985-1edd9ebe8f41
5581,GLI3,nonframeshift substitution,1,73d1a6a4-2fd0-4f60-9f01-fea62fdb9609
5582,GLI3,nonsynonymous SNV,31,8cc341ac-d218-4eba-9036-1cbee2298254
5583,GLI3,stopgain,50,418b747a-8de0-49a1-a978-a81f902b43d8
5584,GLIS2,nonsynonymous SNV,2,1c292fc0-8cfc-4be9-b61a-eb25f451004d
5585,GLIS3,frameshift deletion,2,07ddf76f-632d-4903-b6c8-d4ded790916b
5586,GLIS3,frameshift insertion,1,56a70cca-9ed3-4d0d-aadf-fca0daf8f853
5587,GLIS3,nonsynonymous SNV,5,d3251c88-8dac-4254-acab-1634bd64aade
5588,GLMN,frameshift deletion,14,9087d5e0-9e6c-40b3-810d-42106affcf44
5589,GLMN,frameshift insertion,2,4a077382-6ab6-4710-9f1d-e679134d7d26
5590,GLMN,frameshift substitution,3,250594c4-9913-4148-b611-c949dccd8f4b
5591,GLMN,nonframeshift deletion,1,ee801f92-2ea6-4e4c-80f5-e142e2ed5fd7
5592,GLMN,stopgain,10,bae115d2-f359-4a26-b5b2-4e8e220ef760
5593,GLO1,frameshift deletion,1,f70f222c-01ba-4374-964b-eed851bdc547
5594,GLO1,frameshift insertion,1,33d38350-42c0-4b6f-b2e0-147b28eb2e5c
5595,GLO1,nonsynonymous SNV,1,9c8750eb-4673-49f3-afde-838b2c7a8588
5596,GLP1R,nonsynonymous SNV,10,410fcaf6-3019-4c6a-8e05-cbe24ccc7748
5597,GLRA1,frameshift deletion,4,d7abe3e3-5a52-472d-93eb-3ae5a0370f7e
5598,GLRA1,nonsynonymous SNV,52,79b0eedf-7c48-4dc7-a2f0-3cb3f002f82a
5599,GLRA1,stopgain,7,6a78ebc5-9838-47a5-b724-6017cc5c2ae3
5600,GLRA2,nonsynonymous SNV,3,824465b9-8f97-4c5a-9273-5808b1a006e6
5601,GLRA4,stopgain,1,6c49724f-a7a3-4b3d-bf74-e2697491ed66
5602,GLRB,frameshift deletion,1,2bc21c58-aa29-4ef7-9c91-ff1c8b5c2b3a
5603,GLRB,frameshift insertion,1,b250d7fb-bb5c-4bbe-b792-d9dcd7964bbf
5604,GLRB,nonframeshift deletion,1,aa30cdd7-4763-4b17-96d2-121011b3b966
5605,GLRB,nonframeshift substitution,1,e82a3c88-4144-4de9-a2b1-f173bba5648b
5606,GLRB,nonsynonymous SNV,7,78db14b0-35df-4bf8-879c-0e89dac6e1eb
5607,GLRB,stopgain,4,0eaabbc7-b0de-4cda-af68-45af539cf6d2
5608,GLRX5,frameshift insertion,1,b7018a14-84fd-415e-8e23-e7f34bd00055
5609,GLRX5,nonframeshift deletion,1,a5bb6ae2-6791-44fd-9975-0d331ddeebc6
5610,GLRX5,nonsynonymous SNV,2,6dee6786-9b5a-4f22-a3ea-7549f75522c7
5611,GLRX5,synonymous SNV,1,7768ea46-ca6c-4162-9c05-d89d4faa24ef
5612,GLS,nonsynonymous SNV,1,f3ec94c9-9ad4-4c28-9559-6be9c39445c0
5613,GLS2,nonsynonymous SNV,1,2b84daee-09a4-402c-894a-1d81d0d93a5d
5614,GLUD1,nonsynonymous SNV,36,65345432-b572-44d6-9791-37f7251b0ad6
5615,GLUD2,nonsynonymous SNV,1,c9eb3d5c-083d-445b-ae97-7ee653ea85c6
5616,GLUL,nonsynonymous SNV,3,7c3bc1e1-231b-4f8e-ade7-40693e78ae3d
5617,GLYAT,nonsynonymous SNV,3,6041622b-3ec0-44b4-945b-3e58cf74025a
5618,GM2A,frameshift deletion,2,213999ed-2ad5-44ba-b290-c2e1730a8d1f
5619,GM2A,nonframeshift deletion,1,bb501a19-f03a-44fd-be02-7f80783c15a5
5620,GM2A,nonsynonymous SNV,4,c89eba77-d7c2-4be5-bef1-6ceae3b4cff7
5621,GM2A,stopgain,2,d795e111-b275-4cff-9097-0ab9ec1f9ba4
5622,GMNN,frameshift deletion,1,7feea9a6-a9d4-4211-996a-3141aaae04c7
5623,GMNN,nonsynonymous SNV,1,f2f2b5c8-40fc-4fb2-b283-fd71ba285bcb
5624,GMNN,stopgain,1,4f83dbd6-889b-473a-8dac-b01b264c4df0
5625,GMPPA,frameshift deletion,1,cb121e03-d216-4051-949f-6a9ebac8cc00
5626,GMPPA,nonsynonymous SNV,5,c91be7f8-fc1d-40e5-bef2-3fef5ca0c837
5627,GMPPA,stopgain,2,b513589d-46fe-4679-a6af-0def0665b36e
5628,GMPPB,nonsynonymous SNV,21,51ff8a91-4ad2-4cbe-8058-f67643674883
5629,GMPPB,stopgain,3,4d724129-7a06-4fb2-8e26-495f3dc9c30c
5630,GNA11,nonframeshift deletion,1,d300cadd-b74f-4e7d-88c1-33a95cf4b1bb
5631,GNA11,nonsynonymous SNV,8,190fd6de-cbf5-43d9-959a-6370db6cce26
5632,GNA14,nonsynonymous SNV,1,c9af8192-1966-4a90-bfc8-be7301adafd7
5633,GNAI1,nonsynonymous SNV,1,b0679c0b-9252-4b03-aef7-70f3d430fce1
5634,GNAI3,frameshift deletion,1,523f820f-03ea-4020-b0f7-7d9b658caca6
5635,GNAI3,nonsynonymous SNV,11,f1880ac5-fec1-4b19-ba33-3b96e1b56556
5636,GNAL,frameshift insertion,3,3446b5d3-7f69-4df2-81f4-1c8c3a783f35
5637,GNAL,nonframeshift deletion,1,1f4edb00-0bf8-4d87-b875-cf81a42da846
5638,GNAL,nonsynonymous SNV,18,fab42cd8-4499-4204-928c-9e418c15d262
5639,GNAL,stopgain,3,5e1a6085-84b3-4ea3-b065-a4abfd4e1441
5640,GNAL,synonymous SNV,1,52f246c5-9841-4348-bd2b-0ad6ceb606de
5641,GNAO1,nonsynonymous SNV,15,3f4ba945-26fe-4d6e-9fca-caf19ce28c2e
5642,GNAQ,nonsynonymous SNV,2,4c2750a9-c370-4c16-ba72-787bd90d4ddb
5643,GNAS,frameshift deletion,36,ef85d7a7-05f3-4ce6-b1e9-f9378a26ab28
5644,GNAS,frameshift insertion,23,7ce74437-df32-460c-9047-e411f867e585
5645,GNAS,frameshift substitution,1,5f582d96-9ff9-48e3-a251-9359a3a0f25e
5646,GNAS,nonframeshift deletion,6,704f6210-626d-4eea-9482-2ca7622e0481
5647,GNAS,nonframeshift insertion,1,83de78df-3cfb-4c61-a796-43a603a07b2c
5648,GNAS,nonsynonymous SNV,85,5446f48b-772d-4ac9-967a-ecc4d9a61652
5649,GNAS,stopgain,15,840bbbaf-dece-4df2-84c7-4b5f130419f1
5650,GNAS,synonymous SNV,1,f8e10aa3-7817-4229-9073-bb4da2ffcb5c
5651,GNAT1,nonsynonymous SNV,5,83e87627-c18e-4872-ab9b-2a9791df571c
5652,GNAT1,stopgain,1,121d2e9e-db25-402f-8fe2-72b709b3b064
5653,GNAT2,frameshift deletion,1,37e28a41-925f-419d-a6f4-9134a22dddf5
5654,GNAT2,frameshift insertion,3,d2105d8a-3b4b-44f1-86c3-2509645d1d98
5655,GNAT2,frameshift substitution,1,74487b9c-0e26-455e-aa6d-20147ec79664
5656,GNAT2,nonframeshift deletion,1,1a4a83ec-5c7a-490c-91b4-4c776335f1d5
5657,GNAT2,nonsynonymous SNV,1,1298b148-4f05-487f-85ef-81fa418e1b99
5658,GNAT2,stopgain,2,00dccb2b-9f4b-4d0b-b9d2-18a3682b07b3
5659,GNB1,nonsynonymous SNV,9,c3f03869-ca87-471b-9372-fd546be39eb3
5660,GNB1L,nonsynonymous SNV,3,5ea0ff0f-3eb9-40dd-858b-150bdd9b5b90
5661,GNB2,nonsynonymous SNV,1,37e7fa05-6736-4d32-8a60-8b01ebbb05fa
5662,GNB3,nonframeshift deletion,1,92445b69-8641-4d39-a395-68a6912aff77
5663,GNB3,nonsynonymous SNV,3,e4d748fc-ee35-44d7-b2cd-8ec8a17bb205
5664,GNB3,stopgain,2,8f3839f0-0554-4bf8-b74f-62c66fb356d5
5665,GNB3,synonymous SNV,1,a830614f-fb14-4ef9-9463-baf760ea0f27
5666,GNB4,nonsynonymous SNV,3,92956568-d5e8-485d-8439-1f3ae3975a7f
5667,GNB5,nonsynonymous SNV,2,564c64e3-4afd-4516-9f6e-95645de95ac6
5668,GNB5,stopgain,2,1bbcb969-e479-4f4d-a2d0-ca6f3c4b3c94
5669,GNB5,synonymous SNV,1,623cb592-0baf-4a1f-a56d-2db814a3ec07
5670,GNE,frameshift deletion,12,b095205f-e495-462d-a79f-e8314fbbbcd9
5671,GNE,frameshift insertion,2,999e65d8-0007-49b7-823b-e0d773d65310
5672,GNE,nonframeshift deletion,1,faf9c4c6-5b34-48b0-8033-d26eb58504f9
5673,GNE,nonframeshift substitution,2,46e4230b-51fa-4d0d-9d8d-475fdcd26f27
5674,GNE,nonsynonymous SNV,152,64464bcf-6f86-43dc-890b-4979e454a41b
5675,GNE,stopgain,13,b397e788-3157-4511-9a86-ecde76b2634f
5676,GNE,synonymous SNV,1,1aa77092-55bf-48a8-a853-599ebeee6630
5677,GNMT,nonsynonymous SNV,1,5aad20ba-4486-4a57-91d2-c5ddfc36c842
5678,GNPAT,frameshift deletion,4,713fc6ba-d517-46ea-9ba9-e39831e81d8f
5679,GNPAT,frameshift insertion,1,033cc5c2-7b70-4f6a-8439-2523cacf3d0c
5680,GNPAT,nonsynonymous SNV,4,a22c5a44-0c82-4088-8925-28f1346679d8
5681,GNPAT,stopgain,1,73f76dd1-885e-4869-a016-d754d8361e59
5682,GNPTAB,frameshift deletion,35,9d27d130-c634-445d-b5c1-bceda1543cc0
5683,GNPTAB,frameshift insertion,28,654f2dc2-6a88-403e-bbc1-879cbb0b900f
5684,GNPTAB,frameshift substitution,3,48197c9d-9f25-4efd-8b76-564cb51d7a6b
5685,GNPTAB,nonframeshift deletion,2,ed108a4d-903d-4afb-9a74-c69737ffccf4
5686,GNPTAB,nonframeshift substitution,1,626ef9f3-4fd1-4f76-9296-d654dc9f150f
5687,GNPTAB,nonsynonymous SNV,54,b8ab7bdf-2450-4ee6-8d94-62df873dc2d3
5688,GNPTAB,stopgain,25,d834c0b0-c640-49c2-882a-c9b9643dab63
5689,GNPTAB,synonymous SNV,2,3297ede1-e766-4b45-8b13-86eea2467ea1
5690,GNPTG,frameshift deletion,4,af76b74a-468f-4d65-9871-e49f0a753716
5691,GNPTG,frameshift insertion,5,49f53cc0-4116-40f6-b4d7-3d4a6e3111d8
5692,GNPTG,nonframeshift deletion,2,4d5ed19b-dea6-4e0d-af02-576a64f83e74
5693,GNPTG,nonframeshift insertion,1,282ee3af-afed-4f4b-a945-8eb2fbb9fec2
5694,GNPTG,nonsynonymous SNV,18,48c0553f-166c-4055-a603-8b8e82f85672
5695,GNPTG,stopgain,3,7ad4c65a-b937-4d2b-8a9a-813727f345f5
5696,GNRH1,frameshift deletion,1,3a1baaf8-0e2a-4c83-9ee9-f6b46ba95189
5697,GNRH1,frameshift insertion,1,96f35e1c-364a-4a57-ba1a-745218f07699
5698,GNRH1,nonsynonymous SNV,7,8af5be39-d805-414e-849c-371aa88cc12a
5699,GNRH1,stopgain,2,e2d450b5-ab0c-46bf-9f02-97c67584da64
5700,GNRHR,frameshift deletion,1,1be1a8c5-04c3-486b-bffa-72fa1fdc673f
5701,GNRHR,frameshift insertion,1,f8a9e343-9837-4c23-b610-d4ebfcf25d37
5702,GNRHR,nonframeshift deletion,1,3860d1c0-525d-48aa-a452-48c78f863ef5
5703,GNRHR,nonframeshift substitution,1,644d2608-cc85-46b4-bb9f-a8fbb375897b
5704,GNRHR,nonsynonymous SNV,43,70dd0661-c8fa-4955-9cea-8fd5407f20fb
5705,GNRHR,stopgain,1,9993a7f2-5b6f-48a7-b0ac-77481f5b52c5
5706,GNRHR,stoploss,1,26b9ba57-e613-4999-b60a-022d290f0d9d
5707,GNS,frameshift deletion,3,68363c99-8a0e-4fdb-8893-77ac1b6bba12
5708,GNS,frameshift insertion,4,f5c5635f-95d5-47d3-8780-da778a0adba4
5709,GNS,frameshift substitution,1,c21917b5-b6c3-4930-8909-2083aa665638
5710,GNS,nonframeshift deletion,1,c7a969d0-4dbc-4218-8f53-215cf78300b5
5711,GNS,nonsynonymous SNV,3,b0c22ad3-cf56-43de-b117-6bcd92ef440c
5712,GNS,stopgain,4,59237118-1702-4a00-aae7-9aa3a002b441
5713,GOLGA2,frameshift deletion,1,52c15a6e-5ee2-4be9-9389-45f44c3da93d
5714,GOLGA3,nonsynonymous SNV,1,e80970b8-1e6a-483b-b4af-a93b69d02ca1
5715,GOLGA5,nonsynonymous SNV,1,a4bc0b82-562a-498a-83eb-72e700ddd8c5
5716,GOLGB1,nonsynonymous SNV,1,426e019c-5ca8-428d-b464-f361ed4416b5
5717,GORAB,frameshift deletion,1,2539c7d0-b7b4-495c-a2c7-c399510f5c72
5718,GORAB,nonsynonymous SNV,2,eea0d977-ab0d-4a91-a1da-666eaa541c42
5719,GORAB,stopgain,2,94c35ef4-c4c3-4ba2-8203-359ee20dc05a
5720,GORASP1,nonsynonymous SNV,2,07e49638-d826-4ff8-9ebd-1389c8fc517f
5721,GOSR2,nonsynonymous SNV,2,23ad8e8a-94b1-4260-bfc2-d302e4a7f5c1
5722,GOT1,nonframeshift deletion,1,6a484590-ac2c-4d2d-8a18-10a008c6b8e5
5723,GP1BA,frameshift deletion,11,fb168bfc-6c8b-4c14-8507-a5bec56da4a0
5724,GP1BA,frameshift insertion,11,240a21e0-89ef-44a5-adbd-1f877adf6644
5725,GP1BA,frameshift substitution,1,4a4c501c-3775-4260-9d39-8d4f4ac0c431
5726,GP1BA,nonframeshift deletion,3,adff3d4c-c447-4720-ac32-7a07448aaf56
5727,GP1BA,nonsynonymous SNV,26,7510e0a1-f30a-4b64-bd22-71b373b7958f
5728,GP1BA,stopgain,14,e2ea9631-f098-4147-9106-371964c55b27
5729,GP1BB,frameshift deletion,4,bd44d992-5e0c-49cd-8cd2-7aa42e46e389
5730,GP1BB,frameshift insertion,3,806152fe-904b-413f-9eb5-0321daac5c12
5731,GP1BB,frameshift substitution,1,ac320b93-f1b5-475f-8d59-76e5056a54ba
5732,GP1BB,nonsynonymous SNV,28,abe0d87b-e0d7-433f-88ca-1303956ad109
5733,GP1BB,stopgain,6,8d469f77-f765-4fb2-87f9-ff1eea5f2168
5734,GP2,synonymous SNV,1,5090022c-c504-4815-84b2-f30b75faf39c
5735,GP6,frameshift deletion,1,e2644d40-7668-4fdd-99ec-9a1d7bf6b085
5736,GP6,frameshift insertion,2,7dfa9fe0-7736-47ac-a9b6-10a806ff2802
5737,GP6,nonsynonymous SNV,3,fba20ca0-fef6-4854-8cc0-767ce67b532a
5738,GP9,frameshift deletion,2,7ef28a65-3272-49c6-b2f8-f31458bbcea2
5739,GP9,frameshift insertion,1,5eed35e8-4172-49da-93f1-86837e9d9c24
5740,GP9,nonframeshift deletion,1,583fd9d5-30fd-4a03-9de7-e6abf73ffd59
5741,GP9,nonsynonymous SNV,30,2459f20e-90da-41de-8aa9-4e69b489767e
5742,GP9,stopgain,4,4d888e15-fe74-41b2-94a6-72c392fec0ae
5743,GPAM,nonsynonymous SNV,3,a376e013-26ef-4ac7-8175-0e05a0b67681
5744,GPATCH8,nonsynonymous SNV,1,fc95352f-888c-4315-8f10-69022da1f85e
5745,GPBAR1,nonsynonymous SNV,5,2f84314c-d501-49e2-9bd4-6ae651be1d2f
5746,GPBAR1,stopgain,2,dce0b286-28ba-42a8-a2aa-ecae2a2e6b45
5747,GPC1,nonsynonymous SNV,1,c2f1053e-7c58-4615-a83b-46df094a20e5
5748,GPC3,frameshift deletion,6,5cafa8e3-bfc3-41ae-a543-f2f4a94b904f
5749,GPC3,frameshift insertion,3,ef010030-00bf-4184-bba3-fae45590989f
5750,GPC3,frameshift substitution,3,a817eb6c-2df3-44a7-9903-0cc5b125767f
5751,GPC3,nonframeshift substitution,1,5a8ffcca-5580-48ab-9a28-0a2370e9ce14
5752,GPC3,nonsynonymous SNV,4,25d95530-6a94-4d51-a6ef-d7a7c2a28bdb
5753,GPC3,stopgain,13,80c0c388-3177-46d5-8d7f-019c4b634477
5754,GPC6,frameshift deletion,1,816c6f32-bec2-44fc-b65d-ef185db27f5b
5755,GPC6,nonsynonymous SNV,1,bc6e0700-eb11-4948-a251-e72497a0c5f9
5756,GPC6,stopgain,1,866a1d8b-c369-464a-b1e9-935837791331
5757,GPD1,nonsynonymous SNV,4,b9b52936-d8b3-4d1f-97de-a06fb38da401
5758,GPD1L,nonsynonymous SNV,8,9623a913-4e03-4439-ab6c-2b3b5920de8b
5759,GPD2,nonsynonymous SNV,3,64735911-8821-40ed-b717-96fe0317b19b
5760,GPHN,nonsynonymous SNV,4,bd4fc8a2-bb21-4782-aac7-e475428d69f8
5761,GPI,frameshift deletion,2,be8d1a74-eb90-4660-b476-5143c71edf88
5762,GPI,nonsynonymous SNV,31,1b5a82b8-400f-4498-b6a8-5b8ec6832aec
5763,GPI,stopgain,3,8f065dd5-be29-4cf3-b905-0b3e2daff9e3
5764,GPIHBP1,frameshift deletion,2,87037b0f-3cdf-4117-80e1-9523da9e5354
5765,GPIHBP1,frameshift substitution,1,32fedd06-c3f9-4b29-ad5b-947a8f515142
5766,GPIHBP1,nonsynonymous SNV,21,7d61ecd5-58d6-462a-8e27-03ab9795d309
5767,GPIHBP1,stopgain,1,5a3df33c-de1d-43df-9532-1ef445169b5b
5768,GPR101,nonsynonymous SNV,5,5b53821e-2ae4-4580-9d19-492687477189
5769,GPR132,nonsynonymous SNV,1,c591b65d-498a-413e-9f8c-7c682d0c8015
5770,GPR139,nonsynonymous SNV,1,70a38faf-97db-4387-8f2f-37aa78f8fb42
5771,GPR143,frameshift deletion,15,ad19e68c-a086-41ce-a11a-cb7dfc1663d3
5772,GPR143,frameshift insertion,10,9200a35f-b9c2-4810-94a3-636d030e19dc
5773,GPR143,nonframeshift deletion,4,52a986b3-b0b9-497d-89a9-e98c475e4c3f
5774,GPR143,nonsynonymous SNV,45,1189ce5e-85f0-4c61-8363-0b4fc316d510
5775,GPR143,stopgain,8,f14e2c14-f0d2-457b-a9af-446099622672
5776,GPR143,synonymous SNV,1,368313ff-0692-4c71-9264-8a4d8f6b4326
5777,GPR149,stopgain,1,cf68f473-4821-4ea6-8a70-c447305ed948
5778,GPR152,nonsynonymous SNV,1,dcef1b69-a529-41e8-bf74-3a5cc32835bc
5779,GPR174,nonsynonymous SNV,8,f57dd732-24f2-427d-b3be-792707932c96
5780,GPR179,frameshift deletion,4,fabc4b11-3fbd-476c-a0c3-4b1f4dbe183e
5781,GPR179,frameshift insertion,1,6c612839-a1f7-44ae-bdf8-3c302f4b7167
5782,GPR179,nonsynonymous SNV,6,ed9939c6-c0ff-45ee-adf1-d9dd328dd33e
5783,GPR179,stopgain,2,d1856ee3-221a-44c9-8d25-f4de4f551176
5784,GPR180,stopgain,1,0afa146b-ca02-446d-9008-9b9705279c7d
5785,GPR37,nonframeshift deletion,1,c43ceaf3-fd06-40b5-b2c4-e9da43c7ed02
5786,GPR37,nonsynonymous SNV,1,9382bf02-e4f2-412f-af8a-bd4ff595d3a8
5787,GPR55,nonsynonymous SNV,1,3a357da1-8a69-4499-9b28-e4b6078f0e62
5788,GPR65,nonsynonymous SNV,1,39f96c5e-e747-4b09-92b6-4661c65f17b6
5789,GPR68,frameshift deletion,1,99f2bef4-1ebd-4b88-8509-22324f2475e9
